dns,tcp,user_gateway,gateway_fx
0.001817,0.003416,0.003371,0.001371
0.153383,0.210578,0.039511,0.043511
0.003069,0.065491,0.036247,0.037247
0.002191,0.059563,0.029104,0.028104
0.002168,0.083162,0.047831,0.048831
0.002778,0.055146,0.042826,0.042826
0.002245,0.075018,0.041725,0.038725
0.003384,0.092274,0.040848,0.041848
0.001698,0.062147,0.042161,0.042161
0.002541,0.061142,0.047279,0.046279
0.002932,0.071394,0.038642,0.039642
0.162665,0.243544,0.041701,0.041701
0.050441,0.130766,0.038342,0.039342
0.002383,0.066587,0.04199,0.03999
0.003011,0.087716,0.031767,0.033767
0.002455,0.063068,0.033726,0.034726
0.002502,0.058847,0.049055,0.050055
0.00281,0.066908,0.031068,0.033068
0.00183,0.080916,0.032234,0.028234
0.003014,0.08298,0.040366,0.038366
0.002149,0.060266,0.040571,0.040571
0.001739,0.070901,0.033112,0.031112
0.134171,0.186582,0.034978,0.037978
0.002177,0.083043,0.037569,0.036569
0.002172,0.077248,0.034866,0.031866
0.142684,0.223136,0.038986,0.038986
0.003429,0.068078,0.037459,0.038459
0.001422,0.071656,0.04079,0.04279
0.00331,0.06826,0.028968,0.029968
0.002375,0.078464,0.044664,0.044664
0.00199,0.082677,0.034749,0.035749
0.002216,0.063614,0.038275,0.034274
0.140172,0.228222,0.033639,0.034639
0.001957,0.061062,0.04025,0.04125
0.001856,0.08145,0.038385,0.038385
0.001797,0.070003,0.032716,0.034716
0.001587,0.050907,0.035199,0.034199
0.001418,0.074265,0.0339,0.0349
0.001768,0.089548,0.037808,0.038808
0.15693,0.248162,0.034097,0.035097
0.00263,0.092743,0.02835,0.03235
0.002757,0.078178,0.026243,0.029243
0.064668,0.134481,0.04045,0.04045
0.002879,0.076947,0.045972,0.048972
0.002709,0.08195,0.038371,0.037371
0.001984,0.074294,0.048397,0.047397
0.001491,0.065901,0.031993,0.031993
0.002116,0.071655,0.040928,0.039928
0.001921,0.052763,0.043169,0.043169
0.002801,0.074574,0.033941,0.033941
0.001662,0.056663,0.032166,0.029166
0.00153,0.073893,0.041175,0.039175
0.143669,0.21888,0.027956,0.027956
0.122393,0.194309,0.037913,0.038913
0.001516,0.095304,0.037675,0.036675
0.001731,0.077842,0.05162,0.04862
0.002773,0.055571,0.043308,0.041308
0.002134,0.079958,0.030837,0.027837
0.002621,0.07035,0.035291,0.032291
0.002196,0.070514,0.037046,0.034046
0.002297,0.059937,0.035581,0.035581
0.002224,0.074355,0.037338,0.037338
0.147829,0.193836,0.041176,0.039176
0.003549,0.084319,0.041073,0.040073
0.001679,0.079805,0.041129,0.039129
0.002203,0.095574,0.039806,0.036806
0.001423,0.063972,0.036041,0.040041
0.128732,0.192581,0.042186,0.042186
0.002259,0.05868,0.033635,0.036636
0.00175,0.070832,0.043574,0.043574
0.002936,0.058313,0.035056,0.034056
0.002523,0.083459,0.040806,0.039806
0.143157,0.208497,0.041004,0.042005
0.001878,0.082625,0.03021,0.03021
0.001687,0.088711,0.028182,0.027182
0.002229,0.084259,0.0459,0.0449
0.002535,0.062465,0.040662,0.039662
0.001938,0.060631,0.039985,0.036985
0.001391,0.082409,0.036565,0.037565
0.001861,0.088106,0.032572,0.032572
0.001878,0.076771,0.044042,0.048042
0.142743,0.213022,0.029709,0.026709
0.073513,0.157374,0.039818,0.039818
0.00196,0.072136,0.039089,0.038089
0.002117,0.072105,0.041268,0.040268
0.001962,0.063934,0.047515,0.047515
0.001516,0.080969,0.041531,0.041531
0.001434,0.063286,0.027291,0.029291
0.002327,0.069558,0.027678,0.027678
0.002746,0.065225,0.034735,0.033735
0.001522,0.069989,0.027662,0.028662
0.001478,0.051293,0.047501,0.046501
0.152176,0.235617,0.026303,0.023303
0.001791,0.052582,0.036798,0.032798
0.001638,0.079081,0.040856,0.037856
0.136791,0.204703,0.041406,0.038406
0.001878,0.056077,0.041352,0.043352
0.002113,0.053028,0.042441,0.039441
0.002081,0.063257,0.044643,0.044643
0.001447,0.085128,0.027204,0.028204
0.001685,0.048939,0.030999,0.030999
0.002356,0.081568,0.03655,0.03255
0.14387,0.228489,0.034463,0.035463
0.001571,0.062526,0.042557,0.043557
0.002141,0.076442,0.031742,0.035742
0.003016,0.052503,0.043417,0.040417
0.001704,0.063893,0.037056,0.039056
0.001493,0.061226,0.026871,0.022871
0.001504,0.071978,0.036881,0.038881
0.157901,0.239683,0.038087,0.035087
0.002681,0.079964,0.026979,0.027979
0.00169,0.067902,0.034115,0.034115
0.090109,0.141783,0.033848,0.034848
0.001374,0.056121,0.036717,0.036717
0.001678,0.062127,0.038643,0.040643
0.001694,0.09441,0.035819,0.035819
0.00189,0.073937,0.031492,0.035492
0.002044,0.084144,0.046513,0.044513
0.001865,0.072147,0.024591,0.027591
0.002171,0.067456,0.031865,0.031865
