dns,tcp,user_gateway,gateway_fx
0.003556,0.003837,0.0017,0.0007
0.032352,0.033363,0.000615,0.002615
0.001602,0.001742,0.001595,0.000595
0.00242,0.002551,0.001979,0.002979
0.002346,0.002728,-0.000674,0.001326
0.002647,0.002809,0.003615,0.002615
0.002753,0.002887,0.000559,0.000559
0.002879,0.003021,0.004058,0.002058
0.002813,0.003077,0.00245,0.00345
0.003703,0.003967,0.008765,0.010766
0.001725,0.002053,3.3e-05,0.001033
0.059627,0.059815,0.002498,0.003498
0.001755,0.001931,-0.000245,0.002756
0.002443,0.002735,0.002324,0.002324
0.002411,0.002681,0.002331,0.004331
0.065789,0.065982,-0.000409,0.001591
0.001376,0.001486,0.000526,0.000526
0.001823,0.002144,0.003034,3.4e-05
0.002085,0.00225,-0.00067,-0.00067
0.00234,0.00248,0.001842,0.001842
0.001774,0.00193,0.002524,-0.000476
0.051039,0.051395,0.003072,0.004072
0.002309,0.002498,0.002001,1e-06
0.001953,0.002084,0.004803,0.004803
0.002685,0.002884,0.002105,0.002105
0.003484,0.003623,0.003439,0.003439
0.002349,0.002467,7.2e-05,0.001072
0.001995,0.002167,0.003307,0.003307
0.001542,0.001675,0.001684,-0.000316
0.001884,0.002018,0.002852,0.002852
0.070141,0.070419,0.003432,0.000432
0.033051,0.033341,0.001341,-0.000659
0.002126,0.002426,0.000463,-0.000537
0.003489,0.003631,0.001424,0.001424
0.001688,0.001824,-0.000682,0.002318
0.001648,0.001775,0.000499,0.003498
0.001659,0.001788,0.003662,0.003662
0.001878,0.002016,0.002584,0.002584
0.001956,0.002286,0.003158,-0.000842
0.002054,0.002366,-0.000534,-0.000534
0.001731,0.001901,0.003721,-0.000279
0.066345,0.066574,0.003483,0.002483
0.002356,0.002505,0.003879,0.001879
0.001809,0.001978,0.000535,0.002535
0.001937,0.002069,0.001179,0.003179
0.072539,0.072749,0.000529,0.000529
0.002417,0.002676,0.001617,0.003617
0.002565,0.002993,0.001914,0.003914
0.00289,0.003071,0.002845,0.002845
0.001763,0.001898,0.001993,-7e-06
0.002423,0.002564,0.001104,0.000104
0.069126,0.069367,0.000543,0.001543
0.001497,0.001634,0.000493,0.001493
0.00237,0.002522,0.002972,0.000972
0.001554,0.001666,0.003603,0.001603
0.001683,0.00195,0.002409,-0.000591
0.001882,0.002073,3.6e-05,0.004036
0.001889,0.002225,0.00364,0.00164
0.002099,0.00238,0.00253,0.00353
0.001725,0.001848,-0.000369,0.003631
0.076636,0.076881,0.001538,0.003538
0.029775,0.030067,-0.000651,0.002349
0.002641,0.002774,0.004296,0.003296
0.002442,0.002748,0.000549,0.001549
0.001696,0.001827,0.003636,-0.000363
0.002427,0.002883,0.000929,0.003929
0.001599,0.001737,-0.000311,0.00269
0.001841,0.001958,0.003406,0.001406
0.008568,0.008713,0.00411,0.00411
0.002095,0.002304,0.012593,0.013593
0.00193,0.00225,0.003069,6.8e-05
0.056874,0.057314,0.003505,0.000505
0.003372,0.00376,-0.000516,0.001484
0.001522,0.001814,0.003446,0.002446
0.002971,0.003244,0.001327,0.003327
0.061801,0.062049,0.004591,0.001591
0.001541,0.001743,0.00322,0.00022
0.002307,0.002448,0.002777,0.000777
0.001945,0.002086,0.003291,0.000291
0.001741,0.001869,0.010662,0.011662
0.002829,0.002963,0.002863,0.002863
0.045523,0.04567,4.4e-05,0.001044
0.002101,0.002227,0.002813,0.000813
0.001698,0.001822,0.001829,-0.000171
0.002001,0.002314,0.000724,0.002724
0.002357,0.002628,0.003557,0.001557
0.001703,0.001834,0.001276,-0.000724
0.00168,0.00181,0.003469,-0.000531
0.001559,0.001694,-0.000512,-0.000512
0.002329,0.002599,0.001758,0.001758
0.070347,0.070584,0.004502,0.001502
0.04555,0.045868,6.5e-05,0.001065
0.001606,0.001744,0.000191,0.001191
0.003232,0.003356,-0.000231,-0.000231
0.002756,0.002904,0.000546,0.001546
0.00268,0.002954,0.00377,-0.00023
0.001622,0.001776,-0.00051,-0.00051
0.001772,0.00203,0.002313,0.003313
0.002339,0.002757,0.000324,-0.000677
0.00183,0.001978,0.003095,9.5e-05
0.002411,0.002598,0.001499,0.002499
0.060101,0.060277,0.004534,0.004534
0.002503,0.002779,0.001406,-0.000594
0.001981,0.002108,0.000967,0.002967
0.0026,0.002739,0.022482,0.022482
0.066813,0.06704,0.000282,0.003282
0.001962,0.002087,0.003815,0.001814
0.002471,0.00272,0.002228,-0.000772
0.002534,0.002796,0.003383,0.003383
0.001845,0.002368,0.002383,0.002383
0.003705,0.003975,-0.00036,0.00264
0.068925,0.069058,0.000442,-0.000558
0.002472,0.002679,-0.00027,0.00173
0.001916,0.002048,0.001441,0.00344
0.001934,0.002219,0.001626,0.002626
0.002037,0.00222,0.003851,0.002851
0.00233,0.002502,-0.000419,0.003581
0.002185,0.002322,0.003483,0.001483
0.002754,0.003038,0.003691,0.000691
0.002154,0.002497,0.003504,0.000504
