dns,tcp,user_gateway,gateway_fx
0.004387,0.004621,0.000953,0.005953
0.002704,0.06717,0.081126,0.076126
0.001467,0.076,0.065803,0.063803
0.005853,0.076745,0.073367,0.072367
0.001403,0.058302,0.078546,0.074546
0.001797,0.07736,0.079906,0.075906
0.175863,0.253816,0.070126,0.076126
0.001524,0.05903,0.067915,0.072915
0.001948,0.063258,0.062523,0.063523
0.079842,0.157243,0.072959,0.069959
0.001514,0.074935,0.085363,0.087363
0.001663,0.060737,0.078661,0.078661
0.001803,0.066313,0.06689,0.06789
0.001353,0.064964,0.069379,0.072379
0.001513,0.062101,0.079462,0.079462
0.001898,0.073647,0.073129,0.077129
0.001489,0.072788,0.067819,0.071819
0.002084,0.070985,0.065987,0.062987
0.148158,0.229111,0.071741,0.077741
0.001538,0.084348,0.063729,0.060729
0.146046,0.20009,0.074438,0.072438
0.00196,0.084476,0.09281,0.09381
0.002627,0.071117,0.06532,0.06332
0.001717,0.055106,0.085761,0.080761
0.001749,0.073411,0.067822,0.075822
0.003501,0.06558,0.071906,0.076907
0.002619,0.089498,0.058637,0.056637
0.160788,0.233962,0.086514,0.085514
0.002075,0.070066,0.067481,0.067481
0.001794,0.067669,0.079958,0.075957
0.001951,0.062727,0.06755,0.070551
0.001726,0.071729,0.054083,0.053083
0.001796,0.087069,0.094203,0.088203
0.001742,0.077113,0.055209,0.059209
0.144063,0.240663,0.078976,0.079976
0.001424,0.079369,0.077661,0.073661
0.054215,0.11804,0.066288,0.073288
0.001756,0.097696,0.079086,0.083086
0.002062,0.093239,0.070833,0.067833
0.002439,0.076167,0.075893,0.069893
0.002045,0.074299,0.073083,0.065083
0.001523,0.077248,0.148487,0.153487
0.004441,0.087499,0.071584,0.072584
0.00182,0.085114,0.068379,0.066379
0.001619,0.065215,0.070846,0.070846
0.156577,0.221264,0.080367,0.074367
0.002104,0.071616,0.070645,0.076645
0.001947,0.068022,0.077378,0.079378
0.142807,0.209694,0.071587,0.069587
0.00166,0.080143,0.069012,0.064011
0.002029,0.081033,0.083099,0.078099
0.001734,0.081619,0.060543,0.066543
0.001629,0.066908,0.075936,0.073936
0.001851,0.060745,0.075965,0.082965
0.16924,0.247492,0.059724,0.063724
0.0019,0.077757,0.068824,0.066824
0.002183,0.062416,0.055731,0.060731
0.002711,0.052123,0.071979,0.067979
0.00197,0.070052,0.080139,0.086139
0.00167,0.092515,0.073054,0.070054
0.003317,0.080333,0.087794,0.081794
0.001683,0.081561,0.088038,0.088038
0.145807,0.223612,0.063859,0.065859
0.065114,0.139754,0.080121,0.088121
0.002543,0.087943,0.062661,0.065661
0.002101,0.077051,0.056288,0.055288
0.001885,0.071651,0.078646,0.077646
0.001593,0.081608,0.068045,0.072045
0.002343,0.069376,0.080057,0.077056
0.00235,0.078276,0.067667,0.061667
0.001605,0.06839,0.089035,0.082035
0.002134,0.085051,0.075203,0.070203
0.129267,0.189947,0.071628,0.065628
0.002056,0.062808,0.069957,0.067957
0.001931,0.061852,0.089624,0.084624
0.002352,0.067806,0.078939,0.081939
0.140224,0.201682,0.064929,0.068929
0.002518,0.083155,0.075979,0.075979
0.001584,0.055821,0.065407,0.062407
0.00149,0.066979,0.070176,0.069176
0.001791,0.068218,0.077186,0.071186
0.137015,0.21435,0.073898,0.076898
0.001519,0.071537,0.082567,0.079567
0.001395,0.063308,0.067613,0.067613
0.00199,0.067257,0.074442,0.076442
0.001631,0.084702,0.071586,0.071586
0.002511,0.081218,0.070682,0.075682
0.002293,0.094804,0.066737,0.063737
0.002206,0.060484,0.074413,0.073413
0.001695,0.071721,0.080948,0.076948
0.154658,0.20486,0.082245,0.090246
0.071941,0.130163,0.071326,0.071326
0.002289,0.083912,0.059072,0.063072
0.002309,0.084819,0.0834,0.0764
0.002043,0.067165,0.064933,0.065933
0.001512,0.075554,0.077992,0.084992
0.001641,0.068567,0.072324,0.071324
0.001807,0.091396,0.070536,0.064536
0.001808,0.076766,0.077948,0.074948
0.001585,0.071334,0.087661,0.086661
0.162577,0.241894,0.079063,0.078063
0.00231,0.08766,0.071341,0.075341
0.001474,0.084956,0.073367,0.074367
0.001514,0.062525,0.072166,0.073166
0.146607,0.209073,0.068175,0.067175
0.001593,0.055907,0.093727,0.091727
0.001726,0.083446,0.064494,0.064494
0.001663,0.070817,0.065189,0.061189
0.001492,0.072184,0.053686,0.051686
0.141699,0.230035,0.06777,0.07077
0.001452,0.085452,0.071933,0.071933
0.001595,0.087875,0.065096,0.065096
0.001698,0.082591,0.069935,0.070935
0.001622,0.059901,0.067566,0.068566
0.001501,0.052307,0.074174,0.075174
0.001797,0.070747,0.088811,0.093811
0.001898,0.087723,0.066939,0.063939
0.001649,0.086513,0.07319,0.07519
0.153245,0.216572,0.047671,0.054671
0.085128,0.14355,0.080513,0.076513
