dns,tcp,user_gateway,gateway_fx
0.005042,0.00554,0.003028,0.005028
0.013093,0.041051,0.029246,0.030246
0.001653,0.029491,0.02452,0.02252
0.001827,0.028265,0.013732,0.021732
0.001875,0.020327,0.022295,0.023294
0.001913,0.028475,0.020775,0.015775
0.001843,0.028582,0.027828,0.027828
0.001841,0.013431,0.015954,0.018954
0.001544,0.012401,0.017775,0.023775
0.001767,0.029333,0.020991,0.018991
0.002907,0.021158,0.023139,0.029139
0.048077,0.069242,0.029806,0.029806
0.00193,0.024881,0.020325,0.020325
0.001968,0.026933,0.030188,0.029188
0.002007,0.030396,0.02376,0.01876
0.05453,0.071033,0.021906,0.020906
0.001506,0.029788,0.029386,0.025386
0.001818,0.020082,0.030753,0.026753
0.002179,0.032656,0.036951,0.030951
0.002806,0.011986,0.016078,0.018078
0.002544,0.016059,0.024972,0.032972
0.046578,0.067627,0.02322,0.02222
0.002372,0.032428,0.020466,0.021466
0.002274,0.021266,0.023023,0.022023
0.003147,0.025708,0.022195,0.029195
0.001535,0.029889,0.026915,0.027915
0.001853,0.022113,0.02739,0.02639
0.001995,0.023244,0.025254,0.024254
0.001599,0.030607,0.023783,0.021783
0.002091,0.017631,0.021734,0.020734
0.039129,0.062561,0.032569,0.026569
0.022027,0.051093,0.02081,0.01981
0.002029,0.018953,0.020997,0.021997
0.002817,0.024004,0.030377,0.028376
0.002114,0.029696,0.024342,0.029342
0.002419,0.028429,0.024051,0.025051
0.00173,0.023299,0.010596,0.017596
0.004078,0.02769,0.019547,0.021547
0.001973,0.027655,0.0251,0.0241
0.002662,0.030393,0.016502,0.012502
0.001482,0.030885,0.028794,0.030794
0.044264,0.064321,0.02217,0.02317
0.002026,0.029027,0.017642,0.020642
0.001571,0.021531,0.02373,0.03073
0.001537,0.02525,0.023855,0.021855
0.052692,0.069006,0.0179,0.0139
0.001521,0.016319,0.08828,0.08528
0.001771,0.022525,0.018617,0.016617
0.002511,0.025079,0.029472,0.028472
0.001773,0.025496,0.019862,0.023862
0.001623,0.025488,0.01952,0.02052
0.091258,0.111972,0.028264,0.028264
0.002531,0.020106,0.021594,0.027594
0.002843,0.036607,0.021222,0.026222
0.002438,0.015504,0.023814,0.025814
0.002092,0.022854,0.028369,0.023369
0.002336,0.033983,0.023029,0.023029
0.001639,0.023578,0.016608,0.016608
0.002729,0.019111,0.027611,0.028611
0.001959,0.033763,0.023171,0.02917
0.046908,0.073373,0.019532,0.021532
0.02483,0.046848,0.020675,0.019675
0.001443,0.022592,0.021248,0.016248
0.001457,0.015835,0.019568,0.018568
0.001735,0.017272,0.026538,0.028538
0.001872,0.031377,0.018559,0.019559
0.001941,0.020962,0.025539,0.01954
0.002486,0.020587,0.023524,0.021524
0.001887,0.031105,0.021194,0.023194
0.00243,0.018897,0.013544,0.014544
0.001994,0.01725,0.028218,0.027218
0.050615,0.065116,0.022215,0.016214
0.001829,0.025953,0.018878,0.023878
0.002002,0.018649,0.021855,0.020855
0.002662,0.020579,0.02492,0.023919
0.040903,0.055828,0.021406,0.022406
0.002649,0.013783,0.02365,0.02465
0.001896,0.032104,0.026874,0.026874
0.002367,0.024491,0.027484,0.024484
0.002208,0.021008,0.015343,0.011343
0.0026,0.025477,0.017474,0.020474
0.0278,0.043909,0.023024,0.018024
0.001784,0.020048,0.022561,0.017561
0.001505,0.026479,0.018672,0.021672
0.001857,0.021074,0.028039,0.024039
0.00162,0.025153,0.023408,0.024408
0.002372,0.031518,0.022123,0.022123
0.001531,0.031807,0.030106,0.033105
0.001592,0.011496,0.022506,0.016506
0.002049,0.022669,0.028274,0.026273
0.048008,0.064836,0.024926,0.025926
0.027872,0.047567,0.012941,0.010941
0.002545,0.018851,0.017091,0.016091
0.00225,0.022171,0.009029,0.01403
0.001939,0.021412,0.020983,0.012983
0.002701,0.01653,0.0337,0.027699
0.001785,0.033296,0.017294,0.014294
0.001789,0.020767,0.022096,0.026096
0.001604,0.023279,0.027041,0.027041
0.001843,0.030236,0.020049,0.016049
0.001805,0.013882,0.021699,0.019699
0.047929,0.069122,0.023168,0.028168
0.00205,0.021579,0.012432,0.018431
0.001592,0.022986,0.016857,0.017857
0.002678,0.028421,0.018947,0.020947
0.063168,0.087124,0.069472,0.070472
0.00185,0.035773,0.023268,0.029268
0.001463,0.029351,0.023923,0.024923
0.001715,0.032642,0.017518,0.017518
0.001672,0.016595,0.027364,0.023364
0.002207,0.024279,0.028988,0.022988
0.033538,0.058581,0.022185,0.028185
0.003215,0.033798,0.021273,0.024273
0.001581,0.024914,0.022557,0.024557
0.002054,0.027806,0.027937,0.028937
0.002153,0.033843,0.031102,0.024102
0.001853,0.019756,0.021508,0.017508
0.00195,0.019869,0.014044,0.010044
0.002986,0.02981,0.021596,0.019596
0.001418,0.033037,0.018126,0.026126
