dns,tcp,user_gateway,gateway_fx
0.002738,0.00011,0.001582,0.001582
0.070206,0.000171,0.00416,0.00016
0.002139,0.000125,0.002483,0.000483
0.002869,0.000308,0.002864,0.000864
0.002629,0.000266,0.000708,0.002708
0.002404,0.000204,0.002676,0.000676
0.001807,0.000121,0.002772,0.000772
0.002131,0.000119,0.000428,0.002428
0.001968,0.000248,0.003608,0.000392
0.001536,0.000157,0.007528,0.007528
0.00201,0.000181,0.000657,0.002658
0.097188,0.000223,0.002393,0.002393
0.00211,0.000173,0.000715,0.002715
0.00205,0.000131,0.003996,4e-06
0.002234,0.000142,0.003942,5.7e-05
0.111828,0.00027,0.002736,0.002736
0.002345,0.000119,0.002933,0.000933
0.001721,0.00016,0.000486,0.002486
0.002039,0.000355,0.001488,0.003488
0.001763,0.000126,0.000754,0.002754
0.001857,0.000163,0.002806,0.000806
0.081372,0.000133,0.001622,0.001622
0.002654,0.000158,0.001676,0.001676
0.001641,0.000131,0.003454,0.000546
0.003401,0.000128,0.001656,0.001656
0.001617,0.000119,0.000541,0.002541
0.002305,0.000119,0.000843,0.002843
0.003239,0.000343,0.002965,0.000965
0.002915,0.000124,0.000728,0.002729
0.002288,0.000171,0.001239,0.001239
0.101449,0.000314,0.003643,0.001643
0.042054,0.00018,0.001292,0.003292
0.002263,0.000126,0.003503,0.000496
0.001445,0.000305,0.00193,0.00193
0.002793,0.000321,0.003557,0.000443
0.002482,0.000128,0.001714,0.003714
0.0015,0.000166,0.002646,0.000646
0.002033,0.000182,0.000803,0.002804
0.003293,0.000134,0.002183,0.002183
0.001979,0.000293,0.001716,0.001716
0.001837,0.000251,0.003792,0.000208
0.136209,0.000232,0.000838,0.002838
0.003176,0.000352,0.00261,0.00061
0.001375,0.000288,0.000473,0.002472
0.001803,0.000145,0.002583,0.000583
0.105144,0.000323,0.000408,0.004408
0.001374,0.000121,0.00015,0.00215
0.003162,0.000114,0.001221,0.003221
0.002233,0.000122,0.002844,0.000844
0.002273,0.000128,0.001004,0.003004
0.001598,0.000127,0.001476,0.001476
0.112349,0.000199,0.002292,0.002292
0.001813,0.00013,0.002553,0.000553
0.002647,0.000121,0.002288,0.002288
0.002798,0.000165,0.002978,0.000978
0.002545,0.000121,0.001669,0.001669
0.003181,0.000218,0.000168,0.004168
0.001717,0.000128,0.000649,0.002649
0.00166,0.000285,0.000459,0.002459
0.003534,0.000273,0.002853,0.000853
0.125214,0.000128,0.000913,0.002913
0.050913,0.000223,0.000351,0.004351
0.001651,0.000131,0.002895,0.000895
0.001559,0.000133,0.002639,0.000639
0.002187,0.00013,0.002703,0.000702
0.002206,0.000352,0.003451,0.000548
0.002116,0.000541,0.002945,0.000945
0.002472,0.000128,0.00087,0.00287
0.001485,0.000193,0.002662,0.000662
0.002783,0.000182,0.003282,0.001282
0.002032,0.000548,0.002976,0.000976
0.096423,0.000198,0.003831,0.000169
0.001942,0.000246,0.002545,0.000545
0.001715,0.000137,0.004225,0.000225
0.00337,0.00122,0.002312,0.000312
0.0713,0.000232,0.001864,0.001864
0.003949,0.00018,0.002427,0.000427
0.002652,0.001017,0.001743,0.001743
0.00231,0.000206,0.001662,0.001662
0.001808,0.000294,0.002547,0.000546
0.002337,0.000134,0.003631,0.00037
0.093817,0.000478,0.003547,0.001547
0.003481,0.000116,0.002901,0.002901
0.001591,0.000131,0.002845,0.000845
0.001784,0.000493,0.003311,0.001311
0.001935,0.000376,0.000545,0.002546
0.00331,0.00012,0.002796,0.000796
0.001787,0.000278,0.002468,0.000468
0.00199,0.000124,0.002413,0.000414
0.003048,0.000169,0.003911,8.9e-05
0.066157,0.000264,0.002702,0.000702
0.051595,0.000168,0.001822,0.001822
0.002159,0.000125,0.000402,0.002402
0.00162,0.00031,0.003683,0.000317
0.00165,0.000113,0.00227,0.00227
0.003103,0.000129,0.001486,0.001486
0.002504,0.000121,0.002584,0.000584
0.001928,0.000255,0.002533,0.000532
0.00169,0.000119,0.002546,0.000545
0.001843,0.000284,0.003843,0.000157
0.001599,0.000265,0.000425,0.002425
0.120101,0.000273,0.002523,0.000523
0.001619,0.000135,0.000771,0.002771
0.003358,0.00021,0.002688,0.000688
0.001417,0.000115,0.00254,0.00054
0.126995,0.000131,0.002563,0.000563
0.001431,0.000135,0.003375,0.000625
0.001563,0.00025,0.001352,0.001352
0.002771,0.000124,0.032405,0.028406
0.003079,0.000118,0.00019,0.00419
0.002025,0.000758,0.003603,0.000397
0.102066,0.000153,0.000653,0.002653
0.001996,0.000161,0.00268,0.000679
0.002323,0.000392,0.004454,0.000454
0.003022,0.000319,0.001674,0.001674
0.00142,0.000135,0.002185,0.000185
0.001614,0.000129,0.001644,0.001644
0.002034,0.000236,0.003666,0.000335
0.001934,0.000891,0.000931,0.002931
0.00279,0.000148,0.002128,0.002128
