dns,tcp,user_gateway,gateway_fx
0.003345,0.000154,0.00381,0.000191
0.027878,0.000162,0.003317,0.000683
0.001963,0.000115,0.003019,0.001019
0.002815,0.000255,0.000784,0.002784
0.002072,0.000156,0.002655,0.000655
0.00169,0.000126,0.002488,0.000488
0.00242,0.000287,0.004044,4.4e-05
0.002153,0.00011,0.001876,0.003876
0.001359,0.000115,0.001362,0.001362
0.001683,0.000112,0.002721,0.000721
0.001686,0.00042,0.00476,0.00076
0.030318,0.000156,0.002257,0.000257
0.002308,0.00015,0.000569,0.002569
0.001785,0.000154,0.000434,0.002434
0.002075,0.000124,0.00084,0.00284
0.025617,0.000136,0.004088,8.8e-05
0.0046,0.000145,0.003334,0.000666
0.00218,0.00034,0.000569,0.002569
0.002533,0.000117,0.003573,0.000428
0.00239,0.000124,0.000919,0.00292
0.002193,0.000136,0.001814,0.001814
0.023772,0.000145,0.000202,0.002202
0.002557,0.000161,0.001749,0.001749
0.001372,0.000134,0.003316,0.000684
0.002981,0.000153,0.001718,0.001718
0.001377,0.000123,0.002371,0.000371
0.002614,0.000363,0.00244,0.000441
0.002108,0.000208,0.002726,0.000727
0.001765,0.000117,0.003598,0.000403
0.00219,0.00017,0.004301,0.0003
0.034916,0.000163,0.001503,0.001503
0.01221,0.000456,0.000916,0.002916
0.001466,0.000269,0.00332,0.00068
0.002317,0.00012,0.003711,0.000289
0.001655,0.000111,0.002497,0.000497
0.002219,0.000159,0.002935,0.000935
0.001873,0.000263,0.003574,0.000426
0.002189,0.000348,0.000455,0.002455
0.001762,0.000132,0.002692,0.000692
0.001711,0.0007,0.001399,0.001399
0.002657,0.000248,0.00042,0.00242
0.031615,0.00013,0.002157,0.000157
0.004448,0.000145,0.000806,0.002806
0.001414,0.000257,0.002479,0.000479
0.00145,0.000254,0.001434,0.001434
0.050123,0.000135,0.003511,0.000489
0.002142,0.000168,8e-06,0.004008
0.002682,0.000413,0.004078,7.8e-05
0.003369,0.000168,0.002717,0.000717
0.002189,0.000134,0.000901,0.002901
0.00155,0.000136,0.001318,0.001318
0.021661,0.000229,0.003546,0.005546
0.001459,0.000123,0.002534,0.000534
0.001878,0.000191,0.001444,0.001444
0.001431,0.000267,0.00135,0.00135
0.0024,0.000279,0.002409,0.000409
0.002161,0.000114,0.00146,0.00146
0.002741,0.000267,0.001604,0.001604
0.001512,0.000119,0.002513,0.000513
0.001706,0.000148,0.0027,0.0007
0.040835,0.000133,0.000283,0.002283
0.023144,0.000224,0.005246,0.001246
0.001894,0.001785,0.002638,0.000638
0.003812,0.00014,0.003773,0.000227
0.001412,0.000159,0.0018,0.0018
0.002349,0.000256,0.002393,0.000393
0.001932,0.000263,0.002457,0.000457
0.002791,0.000406,0.003856,0.000144
0.001461,0.000124,0.002276,0.000276
0.001675,0.000208,0.002053,0.002053
0.002516,0.000123,0.003371,0.000629
0.027551,0.000691,0.002503,0.000503
0.002638,0.000129,0.001249,0.003249
0.001795,0.000132,0.003541,0.000459
0.002078,0.000191,0.003677,0.000323
0.035329,0.000288,0.003185,0.000815
0.002142,0.000104,0.00224,0.000239
0.003701,0.000262,0.001642,0.001642
0.00195,0.000136,0.002675,0.000675
0.001408,0.000117,0.003263,0.000737
0.003518,0.000254,0.000872,0.002872
0.031146,0.000292,0.002236,0.000236
0.002499,0.000235,0.003385,0.001385
0.00241,0.000148,0.002235,0.000236
0.002072,0.000274,0.003837,0.000163
0.002279,0.000123,0.002579,0.000579
0.002572,0.000115,0.000763,0.002763
0.002201,0.000761,0.002356,0.000356
0.001409,0.000147,0.002788,0.000788
0.003553,0.000271,0.003248,0.000752
0.042206,0.000262,0.000283,0.002283
0.028205,0.000345,0.000498,0.002498
0.003492,0.000146,0.00405,5e-05
0.002092,0.000166,0.003293,0.001293
0.001844,0.000194,0.000798,0.002798
0.001808,0.000164,0.001483,0.001483
0.001478,0.000281,0.003474,0.000527
0.002634,0.000127,0.002609,0.000609
0.00312,0.000132,0.00284,0.00084
0.002313,0.000267,0.000306,0.002306
0.003331,0.000166,0.000682,0.002682
0.032095,0.000148,0.003754,0.000246
0.001812,0.000169,0.001466,0.003466
0.002017,0.000126,0.001074,0.003074
0.002006,0.000297,0.002771,0.002771
0.05578,0.000439,0.002074,0.002074
0.002012,0.000125,0.00173,0.00173
0.002066,0.000174,0.001724,0.001724
0.001787,0.000119,0.002399,0.000398
0.001947,0.000156,0.001462,0.001462
0.001878,0.000166,0.001784,0.001784
0.025567,0.000154,0.003564,0.000436
0.002131,0.000125,0.0035,0.0005
0.002717,0.000275,0.003345,0.000655
0.002116,0.000145,5.7e-05,0.004057
0.002227,0.000255,0.002788,0.000788
0.001797,0.000119,0.002765,0.000764
0.002367,0.000142,0.002504,0.000504
0.001804,0.000323,0.002528,0.000527
0.001543,0.000119,0.001164,0.001164
