dns,tcp,user_gateway,gateway_fx
0.004487,0.000582,0.003798,0.0077
0.001839,0.065107,0.087462,0.00571
0.001466,0.077435,0.066961,0.007541
0.001464,0.057598,0.065637,0.005102
0.002856,0.064511,0.071585,0.00528
0.002394,0.065251,0.072658,0.006452
0.002201,0.077126,0.050341,0.007867
0.002121,0.06032,0.070091,0.00578
0.001525,0.066104,0.08509,0.007634
0.001691,0.059568,0.083362,0.005319
0.126663,0.07096,0.050939,0.007135
0.060578,0.050992,0.082106,0.005847
0.002226,0.069462,0.072746,0.007735
0.002359,0.08235,0.065859,0.005387
0.002145,0.058051,0.055914,0.007842
0.001681,0.084173,0.057826,0.005581
0.001467,0.078838,0.074404,0.006589
0.00276,0.085612,0.083082,0.007789
0.002168,0.060734,0.06659,0.006274
0.00162,0.060922,0.062812,0.006048
0.003368,0.062402,0.057485,0.006162
0.142484,0.077588,0.076787,0.007854
0.002224,0.059603,0.071465,0.006356
0.002058,0.04524,0.067716,0.007261
0.145038,0.070689,0.063033,0.005397
0.00242,0.070317,0.074379,0.006655
0.002985,0.077704,0.073667,0.005387
0.002355,0.094168,0.080844,0.006493
0.002588,0.073287,0.065641,0.007127
0.002152,0.077833,0.07028,0.007985
0.001956,0.073125,0.072272,0.006416
0.155081,0.069596,0.057607,0.005357
0.002233,0.075505,0.072769,0.007639
0.001446,0.076212,0.0508,0.007677
0.001951,0.063369,0.075968,0.005201
0.001499,0.074796,0.062613,0.005716
0.002734,0.077092,0.046624,0.007477
0.0019,0.0743,0.087858,0.007446
0.14076,0.076032,0.064523,0.007968
0.002219,0.076311,0.075047,0.005502
0.002292,0.08067,0.063332,0.006026
0.078959,0.06584,0.059804,0.005452
0.00341,0.068648,0.053886,0.007017
0.001952,0.087582,0.065943,0.007341
0.001943,0.064745,0.070992,0.006152
0.002118,0.081599,0.072849,0.007519
0.001921,0.068152,0.052942,0.005494
0.002624,0.07207,0.06827,0.006223
0.001477,0.065989,0.056521,0.007851
0.001376,0.093204,0.066191,0.006939
0.00188,0.067064,0.070023,0.005954
0.140395,0.095388,0.072206,0.005152
0.145188,0.074542,0.058121,0.00785
0.00269,0.067211,0.063862,0.007849
0.001731,0.053367,0.080463,0.00656
0.001953,0.048331,0.049603,0.006106
0.002013,0.070644,0.053944,0.006566
0.001867,0.060785,0.072206,0.006358
0.001397,0.047371,0.070218,0.005183
0.001993,0.087889,0.065789,0.006337
0.00226,0.070592,0.054053,0.006246
0.150057,0.060168,0.063854,0.006907
0.001557,0.076218,0.075779,0.005434
0.002183,0.066528,0.055842,0.006962
0.00166,0.055106,0.065416,0.005832
0.001606,0.059537,0.075801,0.007086
0.134602,0.076254,0.078951,0.00736
0.002309,0.049239,0.048711,0.006258
0.002349,0.080696,0.072871,0.005953
0.002436,0.076006,0.056007,0.006108
0.00168,0.061104,0.044312,0.007958
0.144889,0.067201,0.084285,0.006526
0.001861,0.064798,0.078725,0.005235
0.002246,0.090873,0.057714,0.006609
0.002403,0.055955,0.077904,0.006983
0.001679,0.079321,0.053193,0.007598
0.003929,0.074761,0.077172,0.006487
0.002204,0.062758,0.072526,0.007252
0.001682,0.070961,0.075865,0.005397
0.002176,0.078173,0.078514,0.006605
0.135909,0.065852,0.069566,0.006437
0.086568,0.07408,0.058958,0.006167
0.001712,0.075672,0.062716,0.005097
0.002458,0.07386,0.054972,0.006659
0.001706,0.054752,0.07718,0.005197
0.002249,0.055365,0.056698,0.005212
0.001486,0.065687,0.047221,0.006035
0.001788,0.048257,0.058631,0.007642
0.001561,0.077185,0.072331,0.006722
0.002849,0.06274,0.067012,0.007009
0.001526,0.056084,0.087789,0.006198
0.133693,0.092928,0.075768,0.007085
0.002794,0.073719,0.061875,0.006512
0.001967,0.068759,0.073369,0.006276
0.145682,0.083033,0.080502,0.00551
0.001945,0.045967,0.074912,0.005355
0.003056,0.074183,0.070335,0.006282
0.001928,0.052512,0.0525,0.006831
0.001504,0.073281,0.074576,0.006313
0.002789,0.073942,0.041739,0.005433
0.002018,0.058005,0.062197,0.0079
0.129607,0.056732,0.045094,0.007466
0.00207,0.078987,0.066024,0.006146
0.002048,0.069736,0.046034,0.006579
0.002237,0.079179,0.066883,0.006073
0.003006,0.070405,0.04466,0.007844
0.003448,0.068867,0.046812,0.007602
0.001691,0.053481,0.095319,0.0059
0.158054,0.087987,0.060865,0.005945
0.001766,0.085164,0.073255,0.006929
0.001722,0.055872,0.084721,0.007698
0.062295,0.073332,0.065151,0.00568
0.00164,0.075689,0.062344,0.006968
0.001602,0.074508,0.076747,0.007099
0.002839,0.081624,0.075135,0.007214
0.001845,0.073828,0.070746,0.006021
0.003398,0.079731,0.066336,0.007876
0.001981,0.065852,0.086223,0.005545
0.001843,0.068938,0.077023,0.005187
0.001914,0.093948,0.082813,0.007464
