dns,tcp,user_gateway,gateway_fx
0.004299,0.00062,0.00298,0.00098
0.002074,0.019877,0.030978,0.028978
0.002438,0.034731,0.028623,0.032623
0.001496,0.017015,0.040451,0.03645
0.001413,0.032987,0.031594,0.029594
0.001567,0.038152,0.029905,0.031905
0.001467,0.03539,0.035284,0.033284
0.0018,0.037515,0.027141,0.029141
0.001968,0.03602,0.03376,0.03176
0.003026,0.031741,0.033811,0.031811
0.063478,0.023701,0.029677,0.025677
0.002674,0.037673,0.033641,0.031641
0.001656,0.035571,0.032536,0.036536
0.002164,0.03789,0.024606,0.028605
0.0612,0.027294,0.039765,0.039765
0.003363,0.027858,0.029816,0.033816
0.001963,0.031898,0.031803,0.031803
0.003339,0.039673,0.033872,0.031872
0.001796,0.030978,0.024404,0.026404
0.002137,0.037751,0.027478,0.023478
0.063453,0.029162,0.026692,0.030692
0.002661,0.039815,0.030906,0.030906
0.001462,0.036756,0.027778,0.027778
0.00347,0.027407,0.030414,0.028414
0.002185,0.033361,0.030467,0.032467
0.002565,0.036132,0.03811,0.03811
0.002536,0.037893,0.043598,0.041598
0.003697,0.024772,0.021765,0.025765
0.001732,0.035996,0.033305,0.029304
0.059549,0.034318,0.024283,0.024283
0.041843,0.030234,0.028828,0.026828
0.001518,0.036378,0.03571,0.03171
0.002075,0.02302,0.033603,0.031603
0.002812,0.031052,0.031152,0.033152
0.001853,0.035886,0.028511,0.024511
0.001818,0.037209,0.031869,0.035869
0.001711,0.030271,0.035698,0.033697
0.002281,0.023143,0.026865,0.024865
0.00265,0.03147,0.022648,0.026648
0.001752,0.033372,0.032726,0.032726
0.075164,0.034074,0.039784,0.043784
0.022325,0.019731,0.03116,0.02916
0.001538,0.043147,0.023378,0.027378
0.001509,0.02986,0.033143,0.031143
0.057552,0.039703,0.027447,0.029447
0.001919,0.023548,0.029176,0.033176
0.001752,0.034357,0.033709,0.033709
0.003211,0.031699,0.027934,0.023934
0.002412,0.028081,0.02929,0.03129
0.001838,0.030971,0.033295,0.031295
0.06145,0.030424,0.030416,0.034416
0.002363,0.027665,0.036123,0.034123
0.001949,0.033469,0.029741,0.033741
0.001485,0.033216,0.03572,0.03372
0.001658,0.036518,0.032281,0.028281
0.002472,0.031787,0.029279,0.033279
0.004161,0.026685,0.022222,0.026223
0.002102,0.03416,0.030961,0.02696
0.00184,0.041229,0.03867,0.03867
0.069167,0.033249,0.029742,0.027742
0.023868,0.023116,0.032648,0.030648
0.002467,0.025936,0.031153,0.035153
0.001612,0.030081,0.029273,0.029273
0.002136,0.02672,0.035471,0.035471
0.002706,0.040676,0.03536,0.031359
0.00238,0.024831,0.025815,0.025815
0.001486,0.031889,0.034642,0.030642
0.002182,0.036394,0.028501,0.032502
0.003295,0.021541,0.031928,0.029928
0.001813,0.030155,0.032985,0.034985
0.06701,0.039302,0.025029,0.029029
0.002793,0.034909,0.037119,0.037119
0.001587,0.024461,0.032516,0.036517
0.003556,0.022888,0.040985,0.042985
0.080341,0.030955,0.037625,0.037625
0.001896,0.037094,0.028911,0.028911
0.001626,0.026671,0.034829,0.030829
0.002033,0.020787,0.028785,0.030785
0.002058,0.030983,0.029732,0.033732
0.001707,0.035566,0.038088,0.036088
0.053072,0.032741,0.025361,0.029361
0.00137,0.032107,0.034925,0.030925
0.001783,0.03066,0.025438,0.029438
0.002127,0.031007,0.030109,0.032109
0.001807,0.022268,0.038249,0.034249
0.002109,0.033635,0.034578,0.036578
0.002297,0.034142,0.034117,0.032117
0.002339,0.035448,0.027412,0.029412
0.002028,0.035916,0.031831,0.031831
0.063304,0.028272,0.034108,0.030108
0.035654,0.038167,0.03577,0.03177
0.001492,0.03273,0.030678,0.032678
0.002815,0.027974,0.034895,0.036895
0.002223,0.032,0.037034,0.033034
0.001554,0.034836,0.031103,0.035103
0.001805,0.021447,0.024203,0.026203
0.002143,0.027842,0.037606,0.041606
0.003137,0.034689,0.033539,0.031539
0.001437,0.024831,0.031817,0.027817
0.00147,0.030404,0.029034,0.025034
0.064549,0.041475,0.037509,0.039509
0.001512,0.028766,0.030372,0.030372
0.002416,0.034999,0.031922,0.027923
0.002166,0.036271,0.034161,0.032161
0.060684,0.03669,0.026328,0.028328
0.003482,0.035126,0.035054,0.035054
0.002084,0.023886,0.025383,0.027384
0.002526,0.033355,0.038639,0.036639
0.001558,0.037113,0.031471,0.029471
0.002345,0.021976,0.02643,0.02843
0.072129,0.030877,0.032705,0.036705
0.001711,0.026348,0.026911,0.028911
0.001916,0.034189,0.033777,0.029777
0.002064,0.029992,0.032215,0.030214
0.001494,0.036082,0.024701,0.0227
0.002315,0.030977,0.029683,0.033683
0.002106,0.0397,0.035982,0.035982
0.001882,0.031439,0.033653,0.029652
0.00291,0.028606,0.031151,0.035151
0.075265,0.0221,0.031226,0.033226
